postNum,pageNum,pageID,medication,text

2,1,forumstopic18821-aropax-paxil-with-diazapam-and-alcohol,paxil_seroxat,

1,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,I just picked up my first refill of 20 mg Paxil and the pils are generic paxil just like the first bottle.  This bottle however was manufactured by a different pharmaceutical company and I'm wondering if they are consistent with the first prescription I was taking.  Has anyone had any issues taking generic paxil from different pharmaceuticals? I guess my main concern is with the dosage and the way they are released into my system.....

2,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,

3,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,"As with Elmer Fudd hunting wabbits; be vewy vewy careful. Generic formulary cna vary up to 25% and still be considered equivalent. I have never found Generic Paxil to be worth the price difference. When I was on Paxil my insurance required Generic where available and I always paid the extra $30 to get ""real"" paxil. Using the generic was like getting on a new medication regim each refill, since the formulary was not constant. Paxil had problems with their formulary in March through June 2005 and had to take it off the market for a few months. I tried the generic and fluxuated so wildly that I went ""cold turkey"" off the drugs.  When Paxil came available in late fall, I had weaned off and saw all the problems Paxil had given me (Constipation, sexual dysfunction, food alergies, sensitivity to caffininated sodas (they give me the runs) and urinary dysfunction) so I stayed off. Had I known all the ""side"" effects I NEVER would had gone on Paxil to start."

4,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,Only generics I know of that arent the same as their brand name is Ritalin and Oxycontin.

5,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,I took both and never noticed a difference.

6,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,"In September of last year Pharmac (the NZ drug funding agency) stopped funding Aropax (what Paxil is called here in NZ) in favour of a presumably cheaper generic substitute. I ended up having a serious adverse reaction to the new medication, as have many other people. I had been on 20mg Aropax per day for about 2.5 years and it had managed my depression and anxiety quite well, side-effects aside. I am now back on Aropax, and am paying $60 a month for the privelidge. So don't be surprised if you do find a difference in the generics.  I really hope that you don't."

7,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,"hi, i'm not to sure how it works with paxil, but sometimes the generic brand may release to quickly into the body. the only generic brand that i have had a problem with is remeron. however i ALWAYS go for the name brand now as i know i can rely on them."

8,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,I take Paroxetine and dont seem to have any problems.  What type of urinary problems have you had?  I have noticed some difference there. Gentle Sun

9,1,forumstopic16971-a-question-about-generic-paxil,paxil_seroxat,"As far as I have heard it's better to stick to originals. Tried generic paroxetine and didn't do anything at all to me, now trying original Zoloft and effects are noticeable since first day. It may be because its' different component though."

1,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"Hi all- I'm going back on Paxil for depression/generalized anxiety/panic disorder.  I went on this medication 5 years ago but don't remember what the start-up effects were. Anyway, I took my first 10 mg dose last night and woke up with a panic attack, which bummed me out since I haven't had once at night in such a long time. Does anyone know if starting Paxil can actually increase panic attacks and anxiety at first? Thanks for your help...I'm just freaking out here and could use some reassurance - Paxil is the third med I've tried in a montha nd half and I really want it to work again for me."

2,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,((Galatea)) Paxil can increase your anxiety / panic attacks at first. It takes a couple (2-6) of weeks (most of the time) to get used to the medication and ones you start feeling better your side effects usually disappear. ~adorabelle

3,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,Thank you so much for your prompt reply...I really appreciate it.

4,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,you're welcome. 

5,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,HEY SWEETIE. dreaded panic attacks god i wouldn't wish them on the devil. i sufferd with them so bad that i actually became agoraphobic at one point but all better now. just was wondering what have u actually tried. also xanax was my best friend with them. i know people say oh don't take them there addictive but i say this i have been on them for 5 yrs and i never have abused them. i suppose to take 3 a day and i take a half one. if i am having a bad day i migh take another half later that night but they have worked well for me. paxil didn't work for me. it increased my anxiety to much. celexa did great that is what i am still on but every person is differnt i guess that is why they have so many huh. lol.. but yes it will increase please let us know how you are doing... thanks and god bless...tonya. p.s just rember with anxiety attacks to not fight them float through them and talk yourslef out of it. or counting is great you need something to make you switch you brain receptors . if u ever need someone to talk to i am here sweetie...

6,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"Thanks for the advice! The doc prescribed me some xanax to help through some of the tougher moments while the Paxil kicks in.  I've been taking .5 to 1 mg a day depending on how bad the day is.  I've never been any good at ""talking"" myself out of panic attacks. That's why the xanax has really helped me out. I tried Lexapro and Effexor in the last couple of months, but neither of them worked for me. Paxil was the onlt thing that worked for me in the past, so I'm praying it works again.  I just needed some reassurance that the I wasn't going crazy, that in fact the Paxil can make the anxiety worse before it gets better. I've been out of work on medical leave for the last month for depression and severe anxiety and I'm just ready to get better.  My life has become so small and limited - I've had to move out of my house into my parents' because I've become basically non-functional.  The only times I've made it out of the house is to see the doctor and the therapist and even with the xanax, it's been hell. I'm just so exhausted and tired of this."

7,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,I just started taking it and from the very first pill I felt completelty emotionless. I feel apthetic to everythign and everyone. I hate it becuase I love my girlfirend. I was diagnosed with anxirty and depression and it took the sadness and anxiety away but now i feel nothing which is worse than what I was feeling before. Atleast I could cry before. I feel no pleasure. Ive only taken 3 10 mg pills and im not taking my fourth tonight. Hopefully i dont go through the bad withdrawal symtoms.

8,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"miguy24, i know how you feel, i felt like that when i started paxil. it does take 2-4 weeks for the full effects to kick in and that is when those side effects fade. i know it is not easy but try to hang in there. did you talk to your doc about these feelings? please don't stop taking your pills unless you talked to your doctor about that, you want to make sure you don't harm yourself. ~adorabelle"

9,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"So it is possible for the feelings to come back? Ive heard some stories of many people who took it for years and they felt numb the wholw time. Plus the countless accounts ive read about try to get off the pill are horryfying.  I could deal with the anxiety and depression prior to this and Ill gladly go back and try something else later, atleast something that isnt nightmarish to get off of. The more pills i take the harder it will b e to get off of it. As of now Ive only taken 3 pills."

10,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"yes it is possible for the feelings to come back (if you do decide to stay on it and give it a month, a month and a half). that is where you should start feeling better and the numbness fades... but if it doesn't or you feel numb to the point where you can't take it anymore.. make sure that you will contact your doc. it is horrible if you take paxil for a year and quit cold turkey (don't ever do that unless your doctor tells you to). they wean you off the drug lil by lil which will minimize the withdrawal effects + there are prescriptions your doc can give you to help deal you with the withdrawal symptoms if they get to a point where you feel really really sick. your doc and the meds are there to make you feel better not worse but if you have such doubts about paxil, have you considered talking to you doc about it? because if you don't like taking what you got right now you'll probably end up not taking anything and in the long run that probably won't fix anything. we want you to get better and feel better ~adorabelle"

11,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"First of all, thx for the help adorabelle, i appreciate it. I didnt take my pill last night. I woke up i few times and got a little anxiety because I was expecting to feel some withdrawal symptoms but I realized I wasnt and fell back to sleep. The emotional numbness is just a symptom I absolutely cannot take. The first pill I took was lexapro and it made me extremely shaky, extremely nervous, and numbness and tingliness in my arms and fingers. This pill also made me nevous and shaky but to a much lesser degree. I'm starting to think maybe SSRI's maybe arent for me. I'm planning on just going with therapy for now and If that doesnt work or if I feel like I need antidepressants I will certainly keep shopping around for a suitable one. I am currently on Ativan for the anxiety and will continue to take that."

12,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"your welcome miguy24, make sure that you do stay in contact with your doc and make him aware that you stopped taking paxil. good luck with your therapy, it is hard work but well worth it! make sure you take good care of yourself, and let us know how you are doing  ~adorabelle"

13,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,thanks. will do. :)

14,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,at one point i became housebound for 2 yrs over panic attacks so if u ever need to talk just message me. remember u got through it before and u will again.... we are here sweetie

15,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,hey miguy im on my first week right now..i had ur feelings as well..i might still have them soon or later but ya..paxil has helped somewhat..but i guess ill wait another week'its a bad pain but its good as well cuz ever since ive noticedim gettin more social and relaxed just cant play much physical activity becuz i get bad head ache but overall its doin fine for me good luck though..and im around ur age..im 23..so i guess me n u could have similar problems

16,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"I just wanted to say something positive about Paxil, i was on it about 4 years ago for over a year, i didnt experience any side effects, what it done for me was to take the edge of the lows so they weren't so low, i never put on weight with paxil either. I have since tried effexor which i was shocked by how bad it suited me after having no problems with Paxil, and am now trying prozac. So dont panic about taking it, it might suit you as well as it did me."

17,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"rubytap thank you so much for sharing your positive experience with us!! good luck with the new meds, i hope they will help you as much as paxil did."

18,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,Sleepiness and a dry mouth. That's it for me.

19,1,forumstopic11156-paxil-start-up-effects,paxil_seroxat,"It gave me the Worst Panic Attack of my life one night, that I never took it again. I also, was very numb, and emotionless."

1,1,forumstopic18605-overprescribed-paxil,paxil_seroxat,Im overprescribed Paxil big time.  240 x 20mg pills every 23-24 days?  Thats what my script is for.  That equals 200mgs of paxil a day???????  *** is my doctor thinking?

2,1,forumstopic18605-overprescribed-paxil,paxil_seroxat,"yeah, thats definately too much!  It should be more like 20-50 mg"

3,1,forumstopic18605-overprescribed-paxil,paxil_seroxat,"If I were you, I would call my pharmacist and ask him about that.  It does seem like an awful lot to me.  Maybe the prescription was written or read wrong?  I take 40 mg. once a day.  Hope you get this all settled. GS"

4,1,forumstopic18605-overprescribed-paxil,paxil_seroxat,

5,1,forumstopic18605-overprescribed-paxil,paxil_seroxat,"Hi, That is certainly a extremely high dose. Perhaps you may need to try another med as your current dosage may mean the med is ""pooping"" out on you. I would definitely dread the withdrawals from a dosage that high. Good luck."

1,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,"I just got back from the doctor for my first check up since being on wellbutrin, I have been doing fine on it but still getting anxiety. I really love the no weight gain side effect of wellbutrin, so I am staying on it but my doctor thinks I should add 10mg of paxil to help with anxiety. So I am going to start doing that today, I am wondering if anyone has tried this combo? I am hoping that WB will counteract paxil weight gain. has anyone had any weight changes on this combination? Thank you for the advice!! :)"

2,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,"i have not taken that combination but i remember that for the little while i took the paxil, it hat the opposite effect on me... i lost weight. like with all meds, it's different for everybody. hopefully that combination will work well for you! good luck! ~adorabelle"

3,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,"Hey Bunnybear, I hope you are still around. I would like to ask you how thw paxil and Wellbutrin combo worked out for you? I've been on paxil and Wellbutrin but seperately of course. The wellbutrin is making me angry and have mood swings. So, I was thinking maybe I should add paxil back?"

4,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,"I am taking the following combination: Paxil 20mg Remeron 30mg Wellbutrin 300mg Celexa 90mg Lorazapam 0.5mg every 4 hours Wellbutrin is the newest one to be added to my mixture.  It seems to be having positive effect in terms of energy, but I am more anxious (my body feels like it is an engine revving but not going anywhere). Remeron helps me sleep.  Gained a little weight in the beginning, but now back to normal weight. Paxil is what I have been on for 12 years. Celexa is relatively new.  Can't tolerate anything over 20mg of Paxil, so this fills in. Lorazapam addresses the anxiety. I am not completely stable, but with this comination I am as close to stable as I've been in a long time."

5,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,I was taking about 20mg paxil w/ 300 mg well/ per day.  I think paxil helps w/ the anxiety.  Wellbutrin seems to cause some anxiety for me but works well otherwise.  You might want to consider something else to counteract besides paxil - its a bicth to get off and it makes you somewhat zombie like.

6,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,I take Wellbutrin and Paxil.  That is my combo.  Also a tiny bit of xanex at night but Im weaning off that. It has worked real well for me!  The Wellbutrin gave me anxiety at first so the Paxil helped with that and I take the Paxil at bedtime so it helps with sleep too. Oh and I lost weight on Wellbutrin and Paxil combo!!  10 lbs and it has stayed off!!  I gained 2 lbs recently because I quit smoking and have been snacking too much. Hope you have success with it too!!  PM me anytime. Gentle Sun

7,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,"I just started to take Wellbutrin 300 ,g a day in addition to my Paxil (I take two pills not sure about mg).  The first night, I took them together, I thought my heart was going to beat out of my chest.  Then once I lied down and snuggled with my cat, I was out like a light!  I slept straight for 6 hours and when I had to get up to get a bottle for my daughter, I was sluggish, more than usual.  The next night I had no such reaction again and woke up every two hours.  Still going through that now, only four days total.  I hope it helps me get my optimism back.  You know, you walk down the block and hear the birds sing and love the sound of their song, etc.  Paxil helps me not have mood swings or bug my husband about every little thing, I was like post partum to the max but all toward him.  I just want to get that optimism back and start to do more things again.  Right now, I have no interest past working and my daughter."

8,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,"I have never taken them together. I switched from using Paxil to use wellbutrin- for some reason im a bit weary of taking both meds regularly. i find wellbutrin to more affective in my case, someone suffering from clinical depression."

9,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,"Hi I just found this site and am so happy that I did. I have been on Paxil CR for the last probably 12 yrs. At first it was just 10 mg and then 2 yrs ago my DR moved me to 20mg. This past summer I was still feeling down so I was given Wellbutrin 150 to take in the AM.  I still feel depressed and am so tired. I have no energy, all I want to do is go lie down in bed. I do not get excited about anything or even really care about too much.  Once in a while when I get really upset I can cry. I am wondering if I go off the meds if I will be a normal person again.  I also can not find a web site stating all of the side effects of Paxil that the drug company does not. Thanks for your help"

10,1,forumstopic13456-paxil-and-wellbutrin,paxil_seroxat,I was on Paxil and Wellbutrin combo and I felt the best I ever felt unfortunatle I wasn't on it long enough to know if it would do anything as far as weight becauseI had a reaction to the cxombo and ended up with a really bad rash.

1,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"Ever since ive increased my dosage of paxil from 10mg to between 20-30 a night, i havent been eating much, even when im hungry i dont want to eat. Ive been getting most my calories through food, so im not starving myself and im getting enough calories, just not much solid food. I just dont like food nor feel like eating, i only eat now when im really hungry. i decided since im not going to be eating alot i should exercise and lose the rest of my weight(lost 30 lbs since october)"

2,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"I'm taking Zoloft and I think it's made me have less of an appetite, currently I'm taking 25MG but it will increase each week."

3,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"I didn't get any effect from Paxill...it just didn't work for me. I could stand to loose 30lbs. I'd be doing the happy dance. However, I highly suggest talking to your doctor that prescribed this medication, and also would look at what has changed for you. I found my routine effects my eating. Good luck."

4,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"SSRI's can have this effect, yes. I'm on Lexapro, second time now. Both times in the start-up phase it has killed my appetite, but it did come back eventually last time. Do try to keep eating, as not eating is definitely going to mess with your moods. KA"

5,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"Thanks for the info. Ive made sure to take in enough calories, but most of it comes from liquids now. I like it though. Ill use it to my advantage and finish losing more weight. I dont like eating anymore either. even when im hungry i dont eat because i just dont like it. i was hungry after a concert the other night, we stopped to get some food, i ordered a burger took 2 bites and threw it away. it tasted good, but i just didnt want it. As far as my mood, ive been alot more social since i havent eaten much, i feel better not eating."

6,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"i remember paxil doing that to me, when i first took it i was not hungry for the time that i took it... it can be a good thing, but too much of a good thing is never 'healthy' make sure you do still eat healthy, little meals throughout the day are better than sitting there 3 times a day with a plate overloaded with food. don't cut out food too much, if you starve yourself your body will go into survival mode and shut down and that can cause a lot of problems along with the meds you are taking. please make sure you do take good care of your nutritional needs and keep us posted on how you are doing! does the paxil still have the no food effect on you, or did it wear off? ~adorabelle"

7,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"I just went from 5 mg to 10 mg and I have very little appetite and the depressive symtpoms seem to be back. I had been on a very low dose of Paxil for many years. I can honestly say that I was completely anxiety free on the drug just taking like 5mg. But then some life stuff occurred this year that has knocked me off track a bit. I decided to up the dose to 10mg after anxiety and depression symptoms returned. I know for me the new symptoms are a heightened heart rate, lack of appetite and general anxiety. Does anyone else have a similar situation? Thanks -Breez"

8,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"Glad I found this post, because I was wondering the same thing! I have absolutely NO appetite what-so-ever....I've been on Paxil for a month now, and I've lost 8 pounds. But hey, I'm not complaining. ;) I needed to lose a little bit anyway."

9,1,forumstopic12299-paxil-making-me-not-want-to-eat,paxil_seroxat,"I'm on about week 3 of Paxil at 10 mgs and I am not hungry either! I have to force myself to eat. I hear so much about weight gain, that I thought it would happen right away. I could use to lose about 15-20 pounds, so I am not very upset about this."

1,1,forumstopic20593-will-paxil-show-up-on-drug-testplease-help,paxil_seroxat,"I am taking paxil and have to submit a ten panel urine drug screen for wrok. I am not allowed to take paxil ( cab driver) but I need it to survive. Here are my questions: 1. Will paxil show up on test? 2. Will paxil show up as false positive and if so can they verify it is paxil? Please help me make an informed decision, as I am damned if I do--- damned if I don't!!"

2,1,forumstopic20593-will-paxil-show-up-on-drug-testplease-help,paxil_seroxat,"No, Paxil is not a controlled substance and will not show up on any standardized drug test."

3,1,forumstopic20593-will-paxil-show-up-on-drug-testplease-help,paxil_seroxat,Thank you for the fast reponse.  Is there anyway to verify this info?  If it did show up could they figure out it was paxil or would they have to run a tox screen?

1,1,forumstopic20867-sex-answer,paxil_seroxat,"Hello. Just signed up tonight. I have been on paxil for anxiety/depression for nearly 3 years. It has given me so much confidence to do amazing things in my life. I have done alot of therapy which has also been great and has turned me into a much more positive person. HOWEVER! The ONLY thing preventing me from enjoying my life is the SEX ISSUE! Changing meds is not an option just now, i have tired out all the other options, viagra, herbs etc. Someone please tell me there is something on the way! a new drug which helps combat this. a new antidepressant which works like paxil but has no Sex Side effect. Ive tried everything else nothing works like paxil! Please please please, is there hope? It is aweful!!!!!"

2,1,forumstopic20867-sex-answer,paxil_seroxat,

3,1,forumstopic20867-sex-answer,paxil_seroxat,

4,1,forumstopic20867-sex-answer,paxil_seroxat,"Howdy. Thanks for the responses. Yes I went on Remeron but it didnt have the desired affect on my anxiety. I did try wellbutrin once when i was giving up on paxil, nothing much happened, mind you i didnt give it much time.. Does the wellbutrin restore your libido or it just a slight improvement. Is it noticable?"

5,1,forumstopic20867-sex-answer,paxil_seroxat,

6,1,forumstopic20867-sex-answer,paxil_seroxat,illegal drug illegal drug

1,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"Does anyone have a Paxil specific success story?  Please include what syptoms you've had, dosage, and how it has helped you.  (BTW, does anyone know how long Paxil has been on the market?)"

2,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"I PM'd you with my detail, and I've posted in other threads here about my experiences with paxil. I can only say that paxil worked very well for me.  It was the most effective AD of all I've tried.  However, I (stupidly) went off it a couple of times.  My doctor says that sometimes when you go off an AD, you need a higher dose to be effective when returning to that med. That was the case for me.  At the higher dose, paxil worked well.  It helped me survive my suicidal tendencies.  So, it was a life-saver for me.  However, after about a year at 80mg I began feeling like all of my feelings were numb.  Since then, I've been on prozac.  I can tell it doesn't work as well as paxil did, but I'm doing okay and I do feel once again. Everyone is so different; all you can really do is give it a try."

3,1,forumstopic6587-paxil-success-stories,paxil_seroxat,anymore?

4,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"Hi, I am new here.  I have been on Paxil for over 15 years, so I guess you could say I'm a veteran.  :)  I have seen the good, the bad and the ugly as far as Paxil goes. Since you are just asking about the good, I'll tell you, Paxil has definitely helped me live my life successfully the last 15 years.  Sometimes I have questioned whether or not I should have ever started an antidepressant, should have stayed on it as long as I have, etc., etc..  But as I read somewhere else on this board, having been on Paxil and off Paxil, I can honestly say my life is better when I am on it.  I am just generally more even and stable. I originally went on it for severe panic attacks and anxiety.  My anxiety and PA's are still under good control, but the last few years, my depression has gotten worse due to many factors.  My doc recently switched me to Paxil CR and upped the dose once.  That seemed to help for a while, but I'm having a rough time again.  I know I am super fortunate that one AD has worked for me all these years!  They all seem to ""poop out"" eventually.  I may need even a higher dose (I'm on 25mg of the CR) or maybe even something added to it.  The hardest thing about Paxil, as I'm sure you know, is the withdrawal, so once you've had success on it, it's VERY hard to replace it with something else.  My doc tried switching me very rapidly to Effexor (HUGE, HUGE mistake) and that just about killed me. OK, now I  am getting into some of the bad and the ugly and I said I wasn't going to do that!  LOL.  But honestly, I would have to count myself among the Paxil success stories and I am thankful for it.  I am very tired right now, so I am sure I am leaving a lot out.  Feel free to ask me any more questions you have about Paxil.  Like I said, I feel I qualify as a ""veteran"" of Paxil even though I'm new to the boards!  :)"

5,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"3years on paxil and it has been a godsend. The only issue is the Sex Side Eddect, but the pro's till outweight the cons. Anxiety/Depression was my problem. It has given me the confidence to do lead a very successful life. Paxil helped me 60%, CBT therapy 30%. I strongly recommend doing CBT, its great! The two together can really improve you as a person and help rid you of this aweful illness"

6,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"Mimi. I cannot PM you. but here is my response to your message .Hi. I certainly had good and bad days. The CBT helps you deal with the bad days, and eventually the bad days turn into good days. Paxil only numbs the anxiety, its still there. I highly recommend you push for CBT asap. Make sure you get the best you can. What are you being treated for? Mine was social anxiety/depression"

7,1,forumstopic6587-paxil-success-stories,paxil_seroxat,hi i will definatley try for the cbt.  this first week on paxil tho has made me anxious and lethargic.  i have so much in my mind that i want to do but the anxiety and tiredness is getting to me. how long have you been on the paxil?  did it lift your mood? thanks for replying x

8,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"I have been on paxil for 3 years. Had a couple of months off it which was a mess because I came off it too quick. Paxil certainly did lift my mood. Initially it was up and down which caused me anxiety because I didn't know if it was working. CBT fixes this. You learn to identify triggers which set of your anxiety and how to deal with them, which in turn makes less depressed days. Paxil gave me the confidence to get on with my life, which in turn makes my mood better. So the longer your on it the better you generally get(for me anyway). But like I said, paxil alone is only half of it. Good CBT will really help you. I look forward one day to trying life without it, but for now it is helping me live a great life! Keep in regular contact with your doctors. If your worried it isnt working give it time. Otherwise try something new under your doctors advice. More than happy to help you with anything else. I know what its like starting meds and treatment. I used to be online all the time researching everything about meds and mental illness(I only came here for advice on treating the sexual side effect of paxil) . You will get to a stage where it doesn't rule your life anymore. Just work hard at getting the right treatment. Whenever you have a bad day just see it for that. It always passess. My main issue was anxiety is that yours? I can share my story further with you if thats the case. PM me your email address if you wish"

9,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"mimi, The first week on any med is definitely the worst.  When I first got on Paxil years ago, it didn't seem to affect me that much, probably because I was much younger and because I was stupidly consuming alot of alcohol at that time. (Hey, I was a college student and really naive and stupid!)  But this time around going back on it after trying to go off, the first week back on and then the week after raising the dose were REALLY tough.  I almost gave up, but after hanging in there, I felt improvement. My experience this time around has been much like tpman said.  You will probably continue to have up and down days, and level out over time.  I agree so much that CBT is an integral part of recovery and coping.  I didn't use to think so, but I find that I need that help more and more.  Unfortunately, my insurance will not pay for it, so I can only go to my therapist when I can afford it out of pocket.  So probably not anywhere near as much as I need to!  If you insurance will pay for it, and you can find a good therapist- go for it! Hope you feel better soon."

10,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"I'm hoping to have a Paxil success story!!!!!!!!!! . I am a mom of 2 kids aged 4 and 9 and am currently struggling with severe anxiety and some depression. My mom, who was also one of my best friends passed away almost 3 months ago. My doc tried me on Cipralex 7 weeks ago, and reduced it from 10 mg to 5 mg after 1 week because of the extreme side effects I was having. I continued to have them for the next 6 weeks and finally my counsellor took me to the hospital because it obviously wasnt working. I have now been placed on Paxil (10 mg) along with Ativan as needed. It has been a week and have been feeling not quite so anxious, I did have a full blown attack last night and woke up quite anxious today. I'm starting to feel quite nauseated in the morning, could this be because of the meds too? This is so frustrating!!!!!! Just when you think you are doing okay, a ""blip"" happens which feels more like a ""drop""! I have to remind myself that it is the meds kicking in, not to overanalyze this. I am a teacher who can't work right now because of this, and I always have someone home with me because I feel I won't be able to handle the ""everyday kid life"" when my husband is at work. I just want to feel normal again, be happy, and enjoy life.........I feel it will come, but not soon enough for my liking!!!!! Thanks for listening, Momto2"

11,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"Hi momto2, I am a ""mom to 2"" too!  :)  Your situation sounds a lot like mine.  I have 2 children, 4 and 8, and have suffered from severe anxiety and depression. I was at that place too where I had to have someone with me all the time because I was doing so poorly.  I have other health conditions as well (juvenile rheumatoid arthritis, fibromylagia) which complicate matters.  A couple of years ago, I even had to have help from a caregiver day and night, because my meds got so messed up by various doctors, I think my body was in shock.  But I just want to encourage you by saying that it WILL get better!  I no longer have to have a family member or caregiver with me all the time, and I am even homeschooling my children!  I still get worn out and have daily pain, and can't do as much as a ""normal"" Mom maybe could, but I am a million percent better than I was. The nausea could definitely be from starting up meds.  I get nauseus in the mornings as well.  I really hope the Paxil works for you.  Give it some time.  I am glad your doctor is starting you on a low dose and giving you Ativan to help in the mean time. God bless!"

12,1,forumstopic6587-paxil-success-stories,paxil_seroxat,Thanks so much for the encouragement.  It is so much more valid when it comes from someone who has been there!! God Bless! momto2

13,1,forumstopic6587-paxil-success-stories,paxil_seroxat,"I know it's only been 10 days on Paxil, but yesterday was my best yet!  Yeah!!  I needed to take an Adivan at 5 am because I was anxious about being alone with my kids for the first time since this all started a couple of weeks ago.  I was fine!  I didn't have any anxiousness during the days, the shakiness seems to be diminishing, same with the nausea....if only the waking at 4-5 am would stop.  Oh well, maybe one day!! Just wanted to report..........  I think it may be working!  I had a plan all laid out of what to do with the kids, etc. and was able to just ""go with the flow"" for the day.  Working with my therapist really helps alot too! Take care all, have as great of a day as you possibly can! momto2"

1,1,forumstopic21003-paxil-does-not-work-for-me-anymore,paxil_seroxat,"Hi folks, In 2006 I was diagnosed with GAD and OCD. My doctor started me on 12.5MG of Paxil CR. This was not helping with the panic attacks so my doc upped the dose to 25MG CR. This worked GREAT and I felt like myself again. (He put me on Xanax .50 for a month, upped it to 1MG twice daily but once the Paxil started working I no longer need the Xanax; I hate that drug but I know many need it to function). However, about mid-2007 the Paxil seemed to be losing its potency. My new doc (current doc) took me off Paxil CR and put me on 40MG Paxil/daily. This did not much help, either. Gradually my panic attacks returned (as did my obsessions). I started noticing this considerably in January 2008. Last month my workload doubled. I have panic attacks and nervousness all the time now. I'm also having outbursts of anger again. The Paxil started helping my outbursts (losing my temper). Now the Paxil doesn't help this, either. Anyway, I have some questions. 1). Which SSRI would be good to switch to? If I switch to another SSRI will I withdrawal from Paxil? I once went several days without Paxil because CVS had problems with my insurance. I became very ill. If I do go on another SSRI, will it be necessary to quit Paxil or simply reduce it a little? 2). What would be the best SSRI to switch to? I've read that Zoloft also helps OCD, but in children and adolescents. I am 24. Would this not apply to adults, either? I've also read that Lexapro is good, but I do not believe my insurance will pay for it, but it will pay for the generic form of Celexa. 3). Like I said, I do not like Xanax. A good friend I've known who is like a grandmother to me uses Buspar to help her anxiety. I know it is not instant like Xanax and other benzos. Wikipedia says that it can take 1-3 weeks before it begins working. Should I ask my doc about this drug? Any advice would be appreciated. I'm a little scared because life seems to be returning to pre-2006 when things were really bad. Joseph"

