medication,pageID,pageNum,postNum,text

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=10,10,19,"I've been having unusual joint pains as well (I'm prone to chronic pain but this is somewhat different, can't really explain it) - didn't occur to me that it could be the viibryd.  Actually, now I'm wondering if my chronic joint pain and restless legs have been side effects from the other drugs I've been on...anyway.  Apparently joint pain is on the list of potential side effects for this drug, so it could be your culprit."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=10,10,20,"Hi, ive been on 20 mg for 2 weeks now. Been having a pain in my left knee at night and my mouth has been twitching uncrollably when i try to sleep. Im hoping these side effects go away... Sent from my iPad using Tapatalk HD"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=10,10,21,"Hi everyone. My doctor gave me the sample pack of Viibryd to try because of my relatively severe anxiety/depression/obsessive tendencies. I tried Lexapro and Cymbalta in the past and both didn't work, and made me violently ill to start with, causing me to discontinue them. So far, the Viibryd hasn't been as immediate as those two, but I'm on day 5 and I feel worse than ever. The first two days I had slight stomach cramps, but felt amazing, and every day since, I've woken up with increasing worse nausea (I take it at night). Also, I woke up after only about 3 and a half hours of sleep and couldn't return to sleep. I'm just really scared about this stuff because of my inexperience with it. I've felt more apathetic about it as it's gone on and I don't know if it's worth it. I'm 2 days away from moving up to 20mg and I don't want to get even sicker. My mom has been on Celexa for a long time, and it's worked for her, and my doctor suggested that if this Viibryd doesn't work, that Celexa might be an option because of similar brain chemistry. any advice?"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=10,10,22,"I'm beginning to think that this drug's potential beneficial effects aren't worth the side effects.  It seems to be making my OCD and panic attacks WORSE, and coupled with the physical effects, right now I feel convinced that I'm pregnant (despite never having sex with a man...I'm convinced I did it and blocked it out out of guilt for cheating on my partner...who is everything to me...).  This may sound funny, and hopefully once I work through this (assuming it's not actually true which right now I don't even feel comfortable writing off) I'll agree, because it does sound funny, but...it's horrible.  For anyone out there with pure obsessive OCD, you know what I'm going through. Anyway, these are the symptoms I'm having (and why I'm freaked out that I somehow got pregnant): - Nausea, worst in the mornings (usually relieved by having a bowel movement or lying still for a while) - Oily skin and hair (thought it was related to my period/PMS, but that came and went last month with no change) - Swollen stomach - Gas (with constant fluttering feelings that make me worry it's an active fetus in there), heartburn and bloating - Changes in sense of taste - Burning tongue - Need to urinate more often (with a full bladder; not like with a UTI where you feel like you have to pee every few minutes but there's nothing) - Mood swings - Diarrhea with occasional bouts of constipation just to keep things interesting (not abnormal for me with IBS, but much worse at the moment) - Anxiety - Loss of appetite (though once the stomach problems calm down, as they do occasionally, I'm starving; not sure if it's increased appetite or just, you know, being hungry after barely eating for days!) (Adding to my pregnancy worries but likely not related to my drugs is having an unusually short period last month.) I'm no less depressed, no less anxious, no less obsessive, no less suicidal.  I'm on 20 mg right now and I know I can increase it, but...seriously, what's the point?  Even if they magically start fixing my mind, I can't live like this!  (Again, assuming it's side effects and not somehow pregnancy that will have to be investigated by the Vatican...again, I know it sounds hilarious, but...not so much when you're living it.)"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=10,10,23,"Hello all, might as well add my Viibryd info here as well. I'm 51 and have never had a panic attack or bad anxiety in my life until 2 months ago when my wife of 20 years dropped the bomb on me that she wants to leave because she feels like she hasn't been happy for some time. Since then my life has been a roller coaster of horrible emotions, each crashing down on me like a bigger wave than the last. A little over 3 weeks ago I went into full-blown anxiety mode, I didn't sleep for 4 days, my mind was racing a thousand miles an hour and I had non-stop thoughts of suicide. It was the worst thing I've ever been through. I went to the doctor and she put my on the starter pack of Viibryd. It took a few days before it started lessening my symptoms. By the end of the first 7 days (10 mg) I was still feeling the pain of my wife's news, but it felt managable, like I could handle it. The Viibryd definitely was not making me happy though. Then I started on the 20 mg and wow, the first couple of days were fantastic!! I felt like my old self, laughing, having fun, no worries! Unfortunately that didn't stick. A few days later the anxiety was back in full force nearly as bad as before I started the Viibryn. I was crying uncontrollably every day and couldn't focus at all on work. I called the doc and she said to start taking 40 mg and she also prescribed Clonazepam to take if I felt the anxiety returning. I've been on 40 mg for a few days. My wife and I took our oldest up to enroll her in college and again I was crying uncontrollably. Honestly I can't tell a difference between the 40 mg and 20 mg as far as making anything better, it just seems to make my head more ""cloudy"". The anxiety has come and gone throughout, sometimes I take the Clonazepam if I feel like it's going to be a bad one but I generally avoid it because it makes me really dizzy and it's hard to walk. I've been on the Viibryd for 3 weeks and 1 day, the doc says it takes 4-6 weeks to ""stabilize"" so I'm trying to stick it out for at least that long, but so far the benefits seem to be fairly limited as I am still feeling depression and getting anxiety (although to a lesser extent than before I started taking it). As far as side effects go, I've been lifting weights heavily 3 times a week since well before I started on the Viibryd and I've continued to do so. It hasn't interfered with that and I haven't noted any joint pain like others have mentioned. I have had a few spells of diarrhea, especially in the first few days. I've been taking the Viibryd around 4:30 each day and am completely unable to sleep at night without taking a sleep aid that the doc prescribed (can't remember now what it is). And I've never had trouble sleeping in my life. I've switched to taking Viibryd at lunch and will move it to morning in a few days to see if that helps me sleep at night without taking something else. I've been absolutely exhausted in the mornings, but that may be due to the sleep aid. Still having a lot of trouble staying on task at work. Labido has totally disappeared, but that could be the depression rather than the Viibryd. I don't have any trouble driving and have no problem functioning around the house (laundry, cleaning house, etc.) I just wish I could get some feelings of happiness back instead of feeling like I'm in a funk all the time."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=10,10,24,"Just remembered it's Ativan. It definitely helps me to sleep well, but I have to take it well before bedtime because it takes an hour or so to kick in. If I take it too late in the evening I can barely function the next morning. The doc said she just wanted me to take it temporarily, she thinks once the Viibryd hits full stride I won't need it anymore and apparently the Ativan can be habit-forming. I've tried sleeping without it on the weekends and didn't sleep worth a darn. As I mentioned above I'm now taking the Viibryd at lunch instead of in the evening, so maybe that will help. If not I'll go to mornings."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=10,10,25,"I mentioned above I was taking Viibryd at lunch, yesterday I switched to taking it in the morning (reduced to 30 ml, 40 ml was too much for me) and things went quite well. I didn't realize it until doing some reading yesterday, but Viibryd doesn't stay at a consistent level throughout the 24 hour period, its ""half life"" is 25 hours so as you go through the cycle it's effects slowly decrease until you take the next pill. So by taking it at night I was subjecting myself to the greatest potency when I was trying to sleep! This might also explain why my emotions were rockiest in the hours before I was supposed to take the next pill, it was at the lowest point of effectiveness. Anyway, yesterday was a smooth ride all day, I felt much more upbeat and more like my old self. Did some work on one of my motorcycles which I haven't been in the mood for for a couple of months. I also tried sleeping without taking an Ativan for the first time since starting on Viibryd. I woke up a lot, but did get a lot of rest and woke up this morning feeling refreshed with no dizziness and no blurred vision for a change. This is the first time in a while I've arrived at work alert rather than feeling like I needed to go lay down somewhere and take a nap. I'll report back again in a few days, but so far so good."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,1,Hang in....

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,2,day 12 20mg viibryd: i slept horribly again and i am tired and my hunger was big last night and i did not work out yesterday. i am onto the doctor friday so hopefully i will get some news. thanks everyone.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,3,"I have been on viibryd for over 2 months now and I did have a lot of the side effects at first...I had trouble sleeping, I actually had a couple of brain zaps as I was just falling asleep, and stomach troubles...I stuck it out because I was in a pretty low depression..I dont have those side effects now ,I am feeling better and it is working well for my depression...I am also on 300mg of wellbutrin..."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,4,hello okayfornow: did the doctor tell you to stay on the 300 wellbutrin? i thought that i would be coming off of that. no more bad sleep either? day 13 20mg viibryd: took tylenol pm to sleep last night since i am going to help my friend groom dogs today and i slept better but had dreams of drinking and eating bad foods and woke up feeling sick and a little deressed. i am anxious about going out today because of it. i also took amitiza last night which is a stool softener last night which might be making feel sick.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,5,Let us know what the doc says.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,6,"i was sick as a dog today! that amitiza messed me up. massive diarrhea,nausea,cramping,etc. it made my day turn bad. don't take amitiza!!!!!!!!!!"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,7,What is amitiza?  Sounds terrible.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,8,stool softener. i have ibs which causes constipation and the viibryd has caused diarrhea and constipation

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,9,"Man, that sounds really rough."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,10,"day 14 viibryd 20mg: i slept poor again. i go to the doctor at 10:00 today and will tell her all of the stuff i told here and we will see what she says. i am worried about what the next change will be. more viibryd? less wellbutrin? sleeping pills? who knows but i will let you all know. please keep telling your stories about this medicine as it helps. thank you,andy"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,11,"just got back from the doctor and she said to stay on the 20mg viibryd and 300mg wellbutrin for another month??????? she says i am too much medicine and i said, i know! i need to see a psychiatrist!!!!! i will be re-evaluated in a month so we will see what happens. i do feel better today. she told me to take tylenol pm every night for my sleeping so that will help, i hope. until next time,andy"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,12,day 15 20mg viibryd 300mg wellbutrin: i took tylenol pm last night and i was up at 5:00 and then fell in and out of sleep until my dogs said take us out at 9:00 so i am restless and p***** off. being tired in the morning makes me depressed and it starts the day off horribly. will keep you guys updated. thank you!

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,13,day 16 20mg viibryd 300mg wellbutrin: i was tired yesterday and took my first nap in weeks. i went to bed early and slept horribly again. i did not take tylenol p.m. last night. i woke up feeling sick again but i hope to go to church. will update later.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,14,You are really struggling with this medication.  Good luck. Hope you make it to church.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,15,"thanks phil, i did not make it to church but i am sticking with it. have you tried melatonin for sleep? my mom wants me to try it. what do you think?"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,16,"I have tried Melatonin and understand it works really well for some people, not so much for me.  Trazadone has worked really well for me."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,17,ddoes the trazadone keep you asleep all night and morning? my sister lives in cambridgeshire. do you know where that is? she moved to england 7 years ago.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,18,It does.  I don´t know where that is.  We are only in Edinburgh temporarily--a 3 month stay. Permanent resident is CA.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,19,"day 19 20mg viibryd: slept horribly again even taking tylenol p.m. at 1:00. i am going to work out today and drum. will keep you updated. phil, why did the melatonin not work for you?"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,20,day 20 20mg viibryd i worked out yesterday and drummed and did it a lot. i was depressed a little but i pushed through it. i took tylenol pm last night and i slept a little better. i have to go out to run some errands today and i am nervous about going out. i will update later.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,21,Working out is a good sign. I think any exercise really helps.  I have not been able to excercise as I lilke to and I think it is detrimental overall.  Goodl luck.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,22,"today is sunday and i went to church for the first time in 3 weeks and i was doing fine for 15 minutes and then anxiety,nausea,stomach pains,and other things kicked in. i stayed the whole service and then went to the grocery store and felt horrible. i was suppossed to go to a party afterwards and i am at home now feeling horrible. i have not felt like this since being onn this medicine. has anyone had these feelings? i am on day 25 of 20mg vibryd,300mg wellbutrin,2mg klonopin,15mg twice a day of buspar. thanks,andy"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,23,"Sorry you´re not doing well, Andy.  I have not experienced the extremes you are describing. I hope they get better.--Phil"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,24,"I have been on Viibryd now 12 days. I'm on the 10/20/40 plan and still on the 20's. When I was on the 10's I experienced like 4 days of diarrhea but then that passed. I didn't have any other real side effects but then I started the 20's; now I don't know if it's from the power of suggestion because I was reading this thread before I experienced any of these but I am having the stiff neck and headaches. I get occasional nausea that comes on intense but passes quickly with a few deep breaths. My appetite was less then normal for a bit but now not so much. As far as my depression goes, I don't know what to think. I am coming off of Effexor XR 75 and I didn't wean, just switched meds; you know, Monday took Effexor and Tuesday took Viibryd. I am having no trouble sleeping, but I never actually have. I am anxious, easily distracted and very irritable but I don't know if those are withdrawal symptoms or side effects. Does anyone know how long the withdrawal process lasts in case these are withdrawal symptoms. I honestly am ready to go talk to my doctor about being adult ADD. Jamie"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=9,9,25,"I have been on V for about 3 weeks now. Was taken off 10mg Gen. Prozac, but kept on 300mg Welbutrin. I think V has been ok. I did have bowel issues the first week, but they have sub-sided. No trouble sleeping. But I do have sleep apnea and use CPAP. I have a couple more days on the current pack and I believe I have one pack left. Just hope insurance will pay for it. One thing I am noticing however, is that I tend to get irritable for no real reason. I know it is a side affect, but whether I can narrow it down to V or not, I don't know for sure. I will keep on it for now. Lord knows I have tried tons of others. D"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,1,"Hi - Just took my first dose of Viibryd (10mg) a little over an hour ago and I am sitting waiting some of the terrible side effects to kick in!  I have never taken an anti-depressant or anti-anxiety med (except Xanax on rare occasions) and it took me a long time to admit I needed something to help me get over some obsessive anxiety issues that have stalled my life for the past several years.  I am coming in with a totally clean slate, have no idea what to expect or what this medicine can potentially do to help me.  I am really nervous about the side effects and being able to stick with it long enough to see any real impact.  Being totally new to this I hope to find some support here that will keep me on the right path."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,2,"Obsession thoughts about negative events in my life and related anxiety are big ones for me, not to mention depression. It took me years before I could admit that I needed medication and I still fight it thinking that I should be strong enough without meds.  Truth is I need the extra help.  Knowing what some of my meds have done for me in such a positve way keep me in touch with my doctor for direction and medications. Good luck."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,3,

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,4,"Thanks so much for this.  I have been trying to deal with this myself for a long time, and it is nice to hear from someone who has had a positive experience with medication for those issues specifically.  So far for me no major side effects from the Viibryd - just some general grogginess that has persisted throughout the day.  Let's hope that's the extent of it."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,5,

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,6,"Just now wrapping up my 4th day on the 10mg Vii pills and today I felt much clearer than I had in days prior.  Much less tired and foggy, no headache. Those were the only side effects I had been having so far and they were virtually gone today.  Had an alcoholic beverage last night and two tonight with no side effects.  I realize that alcohol interaction may change when I go up to 20mg and higher, but so far so good.  It's hard for me to pass up an evening alcoholic beverage so I am hoping not to have to sacrifice that.  Can't say I feel all that much different in terms of my anxiety but I guess that is to be expected as well.  Since I have never been on meds before I have no idea what I am waiting for exactly or how much my issues will improve, so I guess I won't know until it happens.  Can't wait to see how I feel once this has really kicked in.  I certainly hope I am not disappointed!"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,7,"My doc mentioned Viibryd to me recently. Had been on Prozac since early 90’s and it now just gives me brain fog – or cognitive clouding – as I like to call it. The doc said, as another poster mentioned: like a Paxil and Buspar combo. Then he went on to say that Buspar was a near perfect drug “on paper”, its only problem being that it does not work, which then brought up the question of why they would try to incorporate same in Viibryd. Paxil, had never worked for me, understand it is very selective SSRI. The doc tried to entice me with the idea that he had many free samples that he has been accumulating. It sounded to me, being depressed and skeptical, that it was just another attempt to offer a new patented drug for more money. Just ended up asking, do we really need another SSRI or SSRI combo? Doc just shrugged. I tried Zoloft for about a week and become a Zombie to even my name. Off of that and now trying Pristiq again. See how that money-grabber goes."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,8,I have been on vibryd for a few months now.  My dr told me it was very important to take with a full meal. This is an issue for me because I have a lapband and I can't eat until around 11 am. It's just not possible. So I don't take it till then.  In the mornings I am still weeping and can't deal with things.  In the evening I am good. I can't seem to find a time that works out just right.  If I take at night it keeps me up.  Does anyone take at night.  On top of this I have now lyrica for some back issues which seems to have screwed up the whole mix.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,9,

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,10,"i just exercized and drummed for the first time in 2 weeks! i am beat though and i feel sick. a friend just asked me to help her groom dogs thursday and i got very anxious. i want to stay at home while doing this viibryd intake-wellbutrin decrease but she needs my help so i am going to try it. i will let you know. i take buspar and klonopin for anxiety but with this drug cocktail i am going through, i am scared to go anywhere. thanks for listening and let me know how you are all doing. hearing other people's stories really helps! thank you,andy"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,11,Sounds like you are handling it well-taking everything slowly and step by step.  Good luck.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,12,"thanks phil, i got my hunger back yesterday i guess from working out. day five: 10mg viibryd slept horribly,depressed,constipated instead of diarrhea so i feel like i am taking a step backwards."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,13,"In the long haul one of my persistent side effects was constipation. I have been on trazadone for years to help me sleep. It continued to work with the viibryd, usually.  It takes awhile to work the the side effects.  Best."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,14,"You would think by this time they could make a drug that is not constipating. Maybe something as simple as packing an over-sized pill casing with psyllium husk. I was considering this med to talk to the pdoc about again, but there are very few great reports on it here. Of course, I have been told that people that feel great on a med typically will post / complain / report less on it, but still just not enough joy from reading these posts to flex my view. Anyone have a good - end to end - story about it. Took it and the clouds parted, all is bunny tails and butterflies?"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,15,today is day 6 on 10mg viibryd: i slept horrible as well and i am going to help a friend groom dogs today and i am nervous. i have not been out of the house since i started this stuff. i am gaining weight finally which i was afraid of. the diarrhea is gone and the hunger is back. i am not feeling that depressed this morning but i am scared about being out of the house. i will keep you all updated. has anyone felt like they were uriniating less on this medecine?

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,16,"day seven viibryd 10mg i am sorry i did not post last night but i helped my friend groom dogs for 9 hours and i felt okay. i was tired from not getting much sleep and i did not sleep past 5:00 this morning. i feel depressed and she needs me again today. i am still gaining weight and it seems like i am still not peeing enough. let me know you guys thoughts. thanks,andy"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,17,"It took me quite awhile to level off. In the beginning I had some urinary issues which also leveled.  For what it is worth, I would encourage you to keep in close contact with your doctor and make him aware of your side effects.  Good luck and hang in."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,18,thanks phil!

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,19,"I am not a pshyc med virgin. Been on lots of drugs the past 30 years for MDD/Dysthymia. I am going on to week 5 with Viibryd as of this Monday at 20 mg. I did the half tab and then whole of the 10 mg's and then started half of the 20's and then the whole. This has definately been a tuff drug side effect wise. Vomiting, diarreah the first three days untill someone here told me to cut the pills in half (Thank you for the tip) and take them at breakfast and dinner time. Doc also had me take pilosec and immodium. I used pepto. I still get loose stools and at times diarreah. I also had decreased urination but that leveled out. I have had other side effects but it could have come with my depression worsening.  My anxiety is still high as I find myself still taking  xanax. I take 10 mg Ambien for sleep prior to Viibryd but have issues falling asleep and staying that way. If I don't take xanax with it I will only get about 3 hours.   Depression is better than it was but I am still depressed. I see my Pdoc next month so will probably raise my dose to 40 or add another med. I also started therapy again."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,20,did the lower frequencey of urination make you gain weight?

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,21,"day eight: went up to 20mg viibryd i had sex last night for the first time in a while with my wife. she was happy so my libido may be coming back. my sleep last night was deplorable. i am sick of that. i hope my doctor will do something about that when i see her on friday. i had a huge sugar-free snow cone that i made in my blender and still feel like i did not pee enough. i feel a little depressed today and i am worried about the 20mg of viibryd causing more effects ie: weight gain,diarrhea,etc. i will keep you guys updated. thank you,andy"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,22,I have had no problem with weight gain.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,23,"Low doses of Trazadone  has successfully kept me sleeping well for years including while on Viibryd.  --Best, Phil"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,24,i am at the end of the day on 20mg and the diarrhea came back but i feel good. will update tomorrow morning.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=8,8,25,"hello everyone, day 9 on 20 mg viibryd and i slept badly again and i am not going to church since i had diarrhea last night and maybe today. i feel angry today and i gained 3 pounds since last sunday! will keep you posted."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,1,"Hi all - I just took my first 20mg dose last night...and not with enough food!  It was awful, I won't make that mistake again.  Otherwise I feel like I'm having a lot of side effects, bloating for sure, headaches daily, diarrhea, and I can always seem to hear the blood pumping through my ears...  This is my second night in a row of waking up - wide awake - at 3 a.m. I don't know if I should continue and hope the side effects abate or if I should just stop now....I've never taken any antidepressant with so many side effects. I'm so tired of being depressed but I'm not real sure this is any better!  Any advice would be much appreciated."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,2,Omg I know exactly how you feel!!! I ended up calling in twice last week! Was having extreme headaches and anxiety!  Been with my job for 13 yrs.. can't afford to lose it. Been on this med since december almost 2 months now..begining was great! but now my anxiety is so bad I'm taking my xanax almost daily which I hardly ever took while on my prozac :(

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,3,

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,4,"I got a sample pack from the doctor yesterday. Was told to taper off Lexapro, cut  the 10 mg pills in half and take 20 mg of Viibryd. Within an hour or two the diarrhea hit. Today was not much better. So far that is the only side effect or effect at all actually. I wanted off Lexapro because of the sexual side effects and because it didn't seem to be doing all that much for my depression. I don't see how another SSRI will offer relief in that area since every SSRI I've tried which is pretty much all of them... have had very similar sexual side effects. For now I'll keep an open mind... just hope the other end doesn't stay open for too long.... 8^)"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,5,Still too soon to tell but the Doc had me discontinue Lexapro and up the dose of Viibryd to 20 mg. The GI issues had pretty much ceased but picked up again at 20 mg. This is only day 2 on that dosage & I'm hoping things will stabilize again once I've acclimated to it. Still just being open minded and willing to see it if works.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,6,"Have to say I am glad I found this forum. I have read so much and can relate to so many of you. Have been dealing with depression 10yrs+ now and have also had issues with anxiety and panic attacks. Have been on what feels like every AD there is and all seem to peeter out on me. Was given Viibryd as a last stitch effort since all others had not been working. Was on Pristiq and Abilify, and after a 40lb weight gain, was taken off of the Abilfy. Pysch dr told me about this new AD and wanted to try me on in it. Had other patients who had positive results. Warned me of stomach upset and diarrhea but that it would subside. After taking this med for 6 wks, reaching 20mg daily, I have had to stop taking it. Had usual upset stomach and bowel issues everyone talks about, but this past week has been HORRIBLE. Anxiety, stomach pain, cannot eat. Constant crying, horrible thoughts running through my head. Never felt this bad! Can't get out of bed in the am. Takes me all day to work up to get my kids from school. Went to the dr. a few days ago, told him I hadn't been this bad before. He denied it was this AD making me feel this way, but I can tell you I have never felt this hopeless and like life was not worth living before. Have not taken the Viibryd for two days and cannot wait for it to be out of my system. Brain zaps, anxiety, restless leg syndrome is the worst. I have never been afraid to try a new AD before this one, and this experience has been so overwhelming that I am terrified to try anything new EVER again. I am back to Pristiq and seeing a new pysch next week to try to work things out. Anyone who is deciding to try this should weigh their options carefully and lean on the side of caution. This was not worth it for me. Sorry if this post seems a bit scatterbrained but its part of the side effects I've had from Viibryd. Not sure how long this will take to get out of my system but today wouldn't be soon enough."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,7,"I was on sertraline (generic Zoloft) for about seven years. I had stopped seeing a therapist about five years ago during my undergrad college years for whatever reason -- I don't know, general resistance? I've been through a lot of therapists ever since I was a teenager (around eighth grade), and I'd always wind up hating my therapist for some reason and would seek out a new one. So, I've been out of therapy for long while, and on sertraline for just as long when I had a really bad episode of clinical depression last november and stopped showing up to my grad school classes. I've flunked out, and I don't know if they'll accept my retroactive medical leave, so I'm sitting on the fence with that. So, I returned home to be around my family, hopefully get better under supervision since it wasn't safe for me to be alone in my apartment. My general practioner, who has been providing me w/ the sertraline scrips, noted how even though I've been eating better and my blood levels are better, I'm still gaining weight. Thanks to the small pharmacy of meds I've cycled throughout high school (including some antispychotics that made me put on 40-60 lbs. and a number of other antidepressants like Paxil and Wellbutrin and I can't even remember all of the drug names to be honest), I've put on a lot of weight and have never had the will or the energy to get it off. Since I first started going on antidepressants, I've gone from overweight to obese to just over the edge of severely obese. Well, my GP put me on the trial pack back mid-December. I've been on 20mg dose until recently, when I started seeing a psychiatrist this past week who suggested the 40mg dose may help my anxiety. While I have had more energy and the will to exercise, I don't know if it's the pill or my poor self-image/general disgust at my body and sheer will to change how I look in the mirror. I've been honest with both my GP and psychiatrist that I've had severe irritability on Viibryd, but I haven't been open about the aggression and hostility I'm experiencing -- that is, until last night, when I finally decided to do a little research and came across this on Viibryd's official website: Now, I'm super aggressive toward my mom and say borderline emotionally abusive things to her. And then I will guilty and even more depressed after I have these hostile episodes and just have crying jags over it. I also have problems with my father, but it doesn't help that I think he's experiencing dimentia (there's a family history) and is in serious need of a neurologist. He's gotten violent with me twice, which I understand is common with dimentia... But in my current state? It's hard to stay calm... I really don't think Viibryd is right for me."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,8,I found a post suggesting to put the pill in the middle of a glob of peanut butter when taking it to help with stomach irritation. Doing so seems to have helped. Until I started doing that my stomach would tend to hurt... low grade pain but still pain. Still having GI problems. I don't feel quite as bloated as I did.... the jury is still out as to whether the depression is worse better or the same. The sexual side effects have lessoned for me. I don't know if it is a placebo effect because I really wanted some relief but the delayed ejaculation is not so delayed or so it seems.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,9,I just started taking Viibryd 2 days ago. I am also on Wellbutrin. Have you noticed any side effects from taking those two drugs together?

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=7,7,10,"I'm so sorry to hear some of you have had such a horrible experience on V. I was diagnosed with generalized anxiety and depression around 12 and just turned 30 this year. Over the the past 17 years I have tried multiple Rxs but spent most of the time on Paxil (from 13 - 23) and Effexor from 23 - 30. I had come to terms with the weight gain and constipation a long time ago thinking that I was feeling normal while on Effexor and simultaneously taking vyvance for ADD. Well, this last year my bleeping insurance company decided that they weren't going to cover my brand name Effexor any more. So I reluctantly started taking the generic (I had tried it previously and had a miserable experience.) It didn't start our too bad but then I started having more frequent headaches. Then out of nowhere I had my first migraine that ended up lasting for over 3 weeks. I eventually realized after talking to my GP that I needed to see my Pysc. He started me on V that next day and the headaches almost immediately disappeared. Since starting V I have lost over 15 lbs that I had thought I would never lose after taking many other meds and trying everything possible. I'm extremely pleased and my bowels are finally regular so I don't see myself getting off of this any time in the near future. I feel more like myself than I have in the past years and I can appropriately deal with the stress at work better than ever. I hope people give this med a chance to work for them. It's different than previous SSRIs I've taken before. So amazing! Good luck to everyone!"

