drug,brandNameDrug,medicalDrugName
"Calcipotriene and Betamethasone Dipropionate Foam, 0.005%/0.064% (Enstilar)",Calcipotriene,Enstilar
Calcipotriene and Betamethasone Dipropionate Topical Suspension (Taclonex Scalp),Calcipotriene,Taclonex
Calcipotriene and Betamethasone Dipropionate Topical Suspension (Taclonex Scalp),Calcipotriene,Taclonex
Calcipotriene Cream (Dovonex Cream),Calcipotriene,Dovonex
Calcipotriene Cream (Dovonex Cream),Calcipotriene,Dovonex
Calcipotriene Foam (Sorilux),Calcipotriene,Sorilux
Calcipotriene Ointment (Dovonex Ointment),Calcipotriene,Dovonex
Calcipotriene Ointment (Dovonex Ointment),Calcipotriene,Dovonex
Calcipotriene Solution (Dovonex Scalp),Calcipotriene,Dovonex
Calcipotriene Solution (Dovonex Scalp),Calcipotriene,Dovonex
Calcitonin-Salmon (Miacalcin),Calcitonin-Salmon,Miacalcin
Calcitonin-Salmon (Miacalcin),Calcitonin-Salmon,Miacalcin
Calcitonin-Salmon (rDNA origin) (Fortical),Calcitonin-Salmon,rDNA
Calcitonin-Salmon (rDNA origin) (Fortical),Calcitonin-Salmon,rDNA
Calcitriol (Rocaltrol),Calcitriol,Rocaltrol
Calcitriol (Rocaltrol),Calcitriol,Rocaltrol
Calcitriol Ointment (Vectical Ointment),Calcitriol,Vectical
Calcitriol Ointment (Vectical Ointment),Calcitriol,Vectical
Calcitrol (Calcijex Injection),Calcitrol,Calcijex
Calcium Acetate Oral Solution (Phoslyra),Calcium,Phoslyra
Calcium Acetate Tablet (Phoslo),Calcium,Phoslo
Calcium Acetate Tablet (Phoslo),Calcium,Phoslo
Calcium Chloride (Calcium Chloride Injection 10%),Calcium,Calcium
Calcium Chloride Injection 10% (Calcium Chloride),Calcium,Calcium
Calcium Disodium Versenate (Edetate Calcium Disodium Injection),Calcium,Edetate
Calcium Disodium Versenate (Edetate Calcium Disodium Injection),Calcium,Edetate
Calcium Gluconate (Calcium Gluconate),Calcium,Calcium
Calcium Gluconate (Calcium Gluconate),Calcium,Calcium
Calcium Hydroxylapatite Gel Filler for Wrinkle Reduction (Radiesse),Calcium,Radiesse
Caldolor (Ibuprofen in Water for Injection),Caldolor,Ibuprofen
Caldolor (Ibuprofen in Water for Injection),Caldolor,Ibuprofen
Calfactant (Infasurf),Calfactant,Infasurf
Calfactant (Infasurf),Calfactant,Infasurf
CaloMist Nasal Spray (Cyanocobalamin),CaloMist,Cyanocobalamin
Cambia (Diclofenac Potassium for Oral Solution),Cambia,Diclofenac
Cambia (Diclofenac Potassium for Oral Solution),Cambia,Diclofenac
Campath (Alemtuzumab),Campath,Alemtuzumab
Campath (Alemtuzumab),Campath,Alemtuzumab
Campral (Acamprosate Calcium),Campral,Acamprosate
Campral (Acamprosate Calcium),Campral,Acamprosate
Camptosar Injection (Irinotecan Hydrochloride),Camptosar,Irinotecan
Camptosar Injection (Irinotecan Hydrochloride),Camptosar,Irinotecan
canagliflozin and metformin hydrochloride (Invokamet XR),canagliflozin,Invokamet
Canagliflozin and Metformin Hydrochloride Tablets (Invokamet),Canagliflozin,Invokamet
Canagliflozin Tablets (Invokana),Canagliflozin,Invokana
Canakinumab Injection (Ilaris),Canakinumab,Ilaris
Canakinumab Injection (Ilaris),Canakinumab,Ilaris
Canasa (Mesalamine),Canasa,Mesalamine
Canasa (Mesalamine),Canasa,Mesalamine
Cancidas (Caspofungin Acetate for Injection),Cancidas,Caspofungin
Cancidas (Caspofungin Acetate for Injection),Cancidas,Caspofungin
Candesartan Cilexetil (Atacand),Candesartan,Atacand
Candesartan Cilexetil (Atacand),Candesartan,Atacand
Candesartan Cilexetil-Hydrochlorothiazide (Atacand HCT),Candesartan,Atacand
Candesartan Cilexetil-Hydrochlorothiazide (Atacand HCT),Candesartan,Atacand
Candida Albicans (Candin),Candida,Candin
Candin (Candida Albicans),Candin,Candida
Cangrelor for Injection (Kengreal),Cangrelor,Kengreal
Cantil (Mepenzolate Bromide),Cantil,Mepenzolate
Cantil (Mepenzolate Bromide),Cantil,Mepenzolate
Capastat Sulfate (Capreomycin for Injection),Capastat,Capreomycin
Capastat Sulfate (Capreomycin for Injection),Capastat,Capreomycin
Capecitabine (Xeloda),Capecitabine,Xeloda
Capecitabine (Xeloda),Capecitabine,Xeloda
Capex Shampoo (Fluocinolone Acetonide Topical Shampoo),Capex,Fluocinolone
Capex Shampoo (Fluocinolone Acetonide Topical Shampoo),Capex,Fluocinolone
Capoten (Captopril),Capoten,Captopril
Capoten (Captopril),Capoten,Captopril
Capozide (Captopril and Hydrochlorothiazide),Capozide,Captopril
Capozide (Captopril and Hydrochlorothiazide),Capozide,Captopril
Caprelsa (Vandetanib),Caprelsa,Vandetanib
Capreomycin for Injection (Capastat Sulfate),Capreomycin,Capastat
Capreomycin for Injection (Capastat Sulfate),Capreomycin,Capastat
Capromab Pendetide (ProstaScint Kit),Capromab,ProstaScint
Caprylidene Prescription Medical Food (Axona),Caprylidene,Axona
Capsaicin 8% Patch (Qutenza),Capsaicin,Qutenza
Captopril (Capoten),Captopril,Capoten
Captopril (Capoten),Captopril,Capoten
Captopril and Hydrochlorothiazide (Capozide),Captopril,Capozide
Captopril and Hydrochlorothiazide (Capozide),Captopril,Capozide
Carac (Fluorouracil),Carac,Fluorouracil
Carac (Fluorouracil),Carac,Fluorouracil
Carafate Suspension (Sucralfate),Carafate,Sucralfate
Carafate Suspension (Sucralfate),Carafate,Sucralfate
Carafate Tablets (Sucralfate),Carafate,Sucralfate
Carafate Tablets (Sucralfate),Carafate,Sucralfate
Carbachol Intraocular Solution (Miostat),Carbachol,Miostat
Carbachol Intraocular Solution (Miostat),Carbachol,Miostat
Carbaglu (Carglumic Acid Tablets),Carbaglu,Carglumic
Carbaglu (Carglumic Acid Tablets),Carbaglu,Carglumic
Carbamazepine (Tegretol),Carbamazepine,Tegretol
Carbamazepine (Tegretol),Carbamazepine,Tegretol
Carbamazepine Extended-Release (Carbatrol),Carbamazepine,Carbatrol
Carbamazepine Extended-Release (Carbatrol),Carbamazepine,Carbatrol
Carbamazepine Injection (Carnexiv),Carbamazepine,Carnexiv
Carbamazepine XR (Equetro),Carbamazepine,Equetro
Carbamazepine XR (Equetro),Carbamazepine,Equetro
Carbatrol (Carbamazepine Extended-Release),Carbatrol,Carbamazepine
Carbatrol (Carbamazepine Extended-Release),Carbatrol,Carbamazepine
Carbenicillin Indanyl Sodium (Geocillin),Carbenicillin,Geocillin
Carbidopa (Lodosyn),Carbidopa,Lodosyn
Carbidopa (Lodosyn),Carbidopa,Lodosyn
Carbidopa and Levodopa Capsules (Rytary),Carbidopa,Rytary
Carbidopa and Levodopa Enteral Suspension (Duopa),Carbidopa,Duopa
Carbidopa and Levodopa Extended-release Tablets (Parcopa),Carbidopa,Parcopa
"Carbidopa, Levodopa and Entacapone (Stalevo)",Carbidopa,Stalevo
"Carbidopa, Levodopa and Entacapone (Stalevo)",Carbidopa,Stalevo
Carbidopa-Levodopa (Sinemet),Carbidopa-Levodopa,Sinemet
Carbidopa-Levodopa (Sinemet),Carbidopa-Levodopa,Sinemet
Carbidopa-Levodopa Sustained Release (Sinemet CR),Carbidopa-Levodopa,Sinemet
Carbidopa-Levodopa Sustained Release (Sinemet CR),Carbidopa-Levodopa,Sinemet
Carbinoxamine Maleate and Pseudoephedrine HCl (Rondec),Carbinoxamine,Rondec
Carbinoxamine Maleate Extended-Release Oral Suspension (Karbinal ER),Carbinoxamine,Karbinal
Carbocaine (Mepivacaine),Carbocaine,Mepivacaine
Carbocaine (Mepivacaine),Carbocaine,Mepivacaine
Carboplatin (Paraplatin),Carboplatin,Paraplatin
Carboplatin (Paraplatin),Carboplatin,Paraplatin
Carboprost Tromethamine (Hemabate),Carboprost,Hemabate
Carboprost Tromethamine (Hemabate),Carboprost,Hemabate
Cardene I.V. (Nicardipine Hydrochloride),Cardene,Nicardipine
Cardene SR (Nicardipine Hydrochloride Sustained Release Capsules),Cardene,Nicardipine
Cardene SR (Nicardipine Hydrochloride Sustained Release Capsules),Cardene,Nicardipine
Cardiogen-82 (rubidium Rb 82 generator),Cardiogen-82,rubidium
Cardiolite (Prep kit for Technetium Tc99 Sestamibi for Injection),Cardiolite,Prep
Cardizem (Diltiazem Hydrochloride),Cardizem,Diltiazem
Cardizem (Diltiazem Hydrochloride),Cardizem,Diltiazem
Cardizem CD (Diltiazem HCl),Cardizem,Diltiazem
Cardizem CD (Diltiazem HCl),Cardizem,Diltiazem
Cardizem LA (Diltiazem),Cardizem,Diltiazem
Cardizem LA (Diltiazem),Cardizem,Diltiazem
Cardura (Doxazosin Mesylate),Cardura,Doxazosin
Cardura (Doxazosin Mesylate),Cardura,Doxazosin
Cardura XL (Doxazosin Mesylate Extended Release Tablets),Cardura,Doxazosin
Cardura XL (Doxazosin Mesylate Extended Release Tablets),Cardura,Doxazosin
Carfilzomib (Kyprolis ),Carfilzomib,Kyprolis
Carglumic Acid Tablets (Carbaglu),Carglumic,Carbaglu
Carglumic Acid Tablets (Carbaglu),Carglumic,Carbaglu
Carimune  (Immune Globulin Intravenous (Human) Nanofiltered Lyophilized Preparation),Carimune,Immune
Cariprazine Capsules (Vraylar),Cariprazine,Vraylar
Carisoprodol (Soma),Carisoprodol,Soma
Carisoprodol (Soma),Carisoprodol,Soma
Carisoprodol and Aspirin (Carisoprodol and Aspirin),Carisoprodol,Carisoprodol
Carisoprodol and Aspirin (Soma Compound),Carisoprodol,Soma
Carisoprodol and Aspirin (Soma Compound),Carisoprodol,Soma
"Carisoprodol, Aspirin, and Codeine (Soma Compound with Codeine)",Carisoprodol,Soma
"Carisoprodol, Aspirin, and Codeine (Soma Compound with Codeine)",Carisoprodol,Soma
Carmol HC (Hydrocortisone Acetate),Carmol,Hydrocortisone
Carmol HC (Hydrocortisone Acetate),Carmol,Hydrocortisone
Carmustine (BiCNU),Carmustine,BiCNU
Carmustine (BiCNU),Carmustine,BiCNU
Carnexiv (Carbamazepine Injection),Carnexiv,Carbamazepine
"Carnitor (Levocarnitine Tablets, Oral Solution, Sugar-Free)",Carnitor,Levocarnitine
Carnitor Injection (Levocarnitine Injection),Carnitor,Levocarnitine
Carteolol (Carteolol Hydrochloride),Carteolol,Carteolol
Carteolol (Carteolol Hydrochloride),Carteolol,Carteolol
Carteolol Hydrochloride (Carteolol),Carteolol,Carteolol
Carteolol Hydrochloride (Carteolol),Carteolol,Carteolol
Cartia XT (Diltiazem Hydrochloride Extended Release Capsules),Cartia,Diltiazem
Cartia XT (Diltiazem Hydrochloride Extended Release Capsules),Cartia,Diltiazem
Carticel (Autologous Cultured Chondrocytes for Implantation),Carticel,Autologous
Carvedilol (Coreg),Carvedilol,Coreg
Carvedilol (Coreg),Carvedilol,Coreg
Carvedilol Phosphate Extended-Release (Coreg CR),Carvedilol,Coreg
Carvedilol Phosphate Extended-Release (Coreg CR),Carvedilol,Coreg
Casodex (Bicalutamide),Casodex,Bicalutamide
Casodex (Bicalutamide),Casodex,Bicalutamide
Caspofungin Acetate for Injection (Cancidas),Caspofungin,Cancidas
Caspofungin Acetate for Injection (Cancidas),Caspofungin,Cancidas
Cataflam (Diclofenac Potassium Immediate-Release Tablets),Cataflam,Diclofenac
Cataflam (Diclofenac Potassium Immediate-Release Tablets),Cataflam,Diclofenac
Catapres (Clonidine),Catapres,Clonidine
Catapres (Clonidine),Catapres,Clonidine
Catapres-TTS (Clonidine),Catapres-TTS,Clonidine
Catapres-TTS (Clonidine),Catapres-TTS,Clonidine
Catridecacog Coagulation Factor XIII A-Subunit (Recombinant)  (Tretten),Catridecacog,Recombinant
Caverject (Alprostadil Injection),Caverject,Alprostadil
Caverject (Alprostadil Injection),Caverject,Alprostadil
Caverject Impulse (Alprostadil Dual Chamber System for Injection),Caverject,Alprostadil
Caverject Impulse (Alprostadil Dual Chamber System for Injection),Caverject,Alprostadil
Caverject Powder (Alprostadil Sterile Powder for Injection),Caverject,Alprostadil
Caverject Powder (Alprostadil Sterile Powder for Injection),Caverject,Alprostadil
Cayston (Aztreonam for Inhalation Solution),Cayston,Aztreonam
Cayston (Aztreonam for Inhalation Solution),Cayston,Aztreonam
Ceclor (Cefaclor),Ceclor,Cefaclor
Cedax (Ceftibuten),Cedax,Ceftibuten
Cedax (Ceftibuten),Cedax,Ceftibuten
CeeNU (Lomustine Capsules),CeeNU,Lomustine
CeeNU (Lomustine Capsules),CeeNU,Lomustine
Cefaclor (Ceclor),Cefaclor,Ceclor
Cefadroxil (Cefadroxil Hemihydrate),Cefadroxil,Cefadroxil
Cefadroxil (Duricef),Cefadroxil,Duricef
Cefadroxil (Duricef),Cefadroxil,Duricef
Cefadroxil Hemihydrate (Cefadroxil),Cefadroxil,Cefadroxil
Cefamandole (Mandol),Cefamandole,Mandol
Cefazolin and Dextrose for Injection (Cefazolin Injection),Cefazolin,Cefazolin
Cefazolin Injection (Cefazolin and Dextrose for Injection),Cefazolin,Cefazolin
Cefdinir (Omnicef),Cefdinir,Omnicef
Cefdinir (Omnicef),Cefdinir,Omnicef
Cefditoren Pivoxil (Spectracef),Cefditoren,Spectracef
Cefditoren Pivoxil (Spectracef),Cefditoren,Spectracef
Cefepime Hydrochloride for Injection (Maxipime),Cefepime,Maxipime
Cefepime Hydrochloride for Injection (Maxipime),Cefepime,Maxipime
Cefixime (Suprax),Cefixime,Suprax
Cefixime (Suprax),Cefixime,Suprax
Cefizox (Ceftizoxime),Cefizox,Ceftizoxime
Cefobid (Sterile Cefoperazone),Cefobid,Sterile
Cefotan (Cefotetan),Cefotan,Cefotetan
Cefotan (Cefotetan),Cefotan,Cefotetan
Cefotaxime (Cefotaxime for Injection),Cefotaxime,Cefotaxime
Cefotaxime (Claforan),Cefotaxime,Claforan
Cefotaxime (Claforan),Cefotaxime,Claforan
Cefotaxime for Injection (Cefotaxime),Cefotaxime,Cefotaxime
Cefotetan (Cefotan),Cefotetan,Cefotan
Cefotetan (Cefotan),Cefotetan,Cefotan
Cefoxitin (Mefoxin),Cefoxitin,Mefoxin
Cefoxitin (Mefoxin),Cefoxitin,Mefoxin
Cefpodoxmine Proxetil (Vantin),Cefpodoxmine,Vantin
Cefpodoxmine Proxetil (Vantin),Cefpodoxmine,Vantin
Cefprozil (Cefzil),Cefprozil,Cefzil
Cefprozil (Cefzil),Cefprozil,Cefzil
Ceftaroline Fosamil Injection for Intravenous (IV) Use (Teflaro),Ceftaroline,IV
Ceftaroline Fosamil Injection for Intravenous (IV) Use (Teflaro),Ceftaroline,IV
Ceftazidime (Ceptaz),Ceftazidime,Ceptaz
Ceftazidime (Fortaz),Ceftazidime,Fortaz
Ceftazidime (Fortaz),Ceftazidime,Fortaz
Ceftazidime Injection (Tazicef),Ceftazidime,Tazicef
Ceftazidime-avibactam for Injection (Avycaz),Ceftazidime-avibactam,Avycaz
Ceftibuten (Cedax),Ceftibuten,Cedax
Ceftibuten (Cedax),Ceftibuten,Cedax
Ceftin (Cefuroxime Axetil),Ceftin,Cefuroxime
Ceftin (Cefuroxime Axetil),Ceftin,Cefuroxime
Ceftizoxime (Cefizox),Ceftizoxime,Cefizox
Ceftolozane and Tazobactam for Injection (Zerbaxa),Ceftolozane,Zerbaxa
Ceftriaxone (Ceftriaxone Sodium and Dextrose Injection ),Ceftriaxone,Ceftriaxone
Ceftriaxone (Rocephin),Ceftriaxone,Rocephin
Ceftriaxone (Rocephin),Ceftriaxone,Rocephin
Ceftriaxone Sodium and Dextrose Injection  (Ceftriaxone),Ceftriaxone,Ceftriaxone
Cefuroxime (Cefuroxime Injection),Cefuroxime,Cefuroxime
Cefuroxime (Zinacef),Cefuroxime,Zinacef
Cefuroxime Axetil (Ceftin),Cefuroxime,Ceftin
Cefuroxime Axetil (Ceftin),Cefuroxime,Ceftin
Cefuroxime Injection (Cefuroxime),Cefuroxime,Cefuroxime
Cefzil (Cefprozil),Cefzil,Cefprozil
Cefzil (Cefprozil),Cefzil,Cefprozil
Celebrex (Celecoxib),Celebrex,Celecoxib
Celebrex (Celecoxib),Celebrex,Celecoxib
Celecoxib (Celebrex),Celecoxib,Celebrex
Celecoxib (Celebrex),Celecoxib,Celebrex
Celestone Soluspan (Betamethasone Injectable Suspension),Celestone,Betamethasone
Celestone Syrup (Betamethasone),Celestone,Betamethasone
Celestone Syrup (Betamethasone),Celestone,Betamethasone
Celexa (Citalopram Hydrobromide),Celexa,Citalopram
Celexa (Citalopram Hydrobromide),Celexa,Citalopram
CellCept (Mycophenolate Mofetil),CellCept,Mycophenolate
CellCept (Mycophenolate Mofetil),CellCept,Mycophenolate
Cellulose (Lacrisert),Cellulose,Lacrisert
Celontin (Methsuximide),Celontin,Methsuximide
Celontin (Methsuximide),Celontin,Methsuximide
Cenestin (Synthetic conjugated estrogens),Cenestin,Synthetic
Cenestin (Synthetic conjugated estrogens),Cenestin,Synthetic
Centany (Mupirocin Ointment),Centany,Mupirocin
Cephadyn (butalbital and acetaminophen),Cephadyn,butalbital
Cephadyn (butalbital and acetaminophen),Cephadyn,butalbital
Cephalexin (Keflex),Cephalexin,Keflex
Cephalexin (Keflex),Cephalexin,Keflex
Ceprotin (Protein C Concentrate),Ceprotin,Protein
Ceptaz (Ceftazidime),Ceptaz,Ceftazidime
Cerdelga (Eiglustat Capsules),Cerdelga,Eiglustat
Cerebyx (Fosphenytoin Sodium Injection),Cerebyx,Fosphenytoin
Cerebyx (Fosphenytoin Sodium Injection),Cerebyx,Fosphenytoin
Ceredase (Alglucerase Injection),Ceredase,Alglucerase
Ceredase (Alglucerase Injection),Ceredase,Alglucerase
Ceretec (Technetium Tc99m Exametazime Injection),Ceretec,Technetium
Cerezyme (Imiglucerase),Cerezyme,Imiglucerase
Cerezyme (Imiglucerase),Cerezyme,Imiglucerase
Ceritinib Hard-gelatin Capsules (Zykadia),Ceritinib,Zykadia
Cerivastatin (Removed from Market 8/2001) (Baycol),Cerivastatin,Removed
Cernevit (Multivitamins for Infusion),Cernevit,Multivitamins
Certiva (Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed),Certiva,Diphtheria
Certolizumab Pegol Injection (Cimzia),Certolizumab,Cimzia
Certolizumab Pegol Injection (Cimzia),Certolizumab,Cimzia
Cerubidine (Daunorubicin),Cerubidine,Daunorubicin
Cerubidine (Daunorubicin),Cerubidine,Daunorubicin
Cerumenex (Triethanolamine Polypeptide),Cerumenex,Triethanolamine
Cervarix (Human Papillomavirus Bivalent Vaccine),Cervarix,Human
Cervarix (Human Papillomavirus Bivalent Vaccine),Cervarix,Human
Cervidil (Dinoprostone),Cervidil,Dinoprostone
Cervidil (Dinoprostone),Cervidil,Dinoprostone
Cesamet (Nabilone Capsules),Cesamet,Nabilone
Cesamet (Nabilone Capsules),Cesamet,Nabilone
"Cetacaine (Benzocaine, Aminobenzoate and Tetracaine)",Cetacaine,Benzocaine
Cetirizine (Zyrtec),Cetirizine,Zyrtec
Cetirizine (Zyrtec),Cetirizine,Zyrtec
"Cetirizine, Pseudoephedrine (Zyrtec-D)",Cetirizine,Zyrtec-D
"Cetirizine, Pseudoephedrine (Zyrtec-D)",Cetirizine,Zyrtec-D
Cetraxal (Ciprofloxacin Otic Solution),Cetraxal,Ciprofloxacin
Cetraxal (Ciprofloxacin Otic Solution),Cetraxal,Ciprofloxacin
Cetrorelix (Cetrotide),Cetrorelix,Cetrotide
Cetrorelix (Cetrotide),Cetrorelix,Cetrotide
Cetrotide (Cetrorelix),Cetrotide,Cetrorelix
Cetrotide (Cetrorelix),Cetrotide,Cetrorelix
Cetuximab (Erbitux),Cetuximab,Erbitux
Cetuximab (Erbitux),Cetuximab,Erbitux
Cetylev (Acetylcysteine Effervescent Tablets for Oral Solution),Cetylev,Acetylcysteine
Cevimeline HCL (Evoxac),Cevimeline,Evoxac
Cevimeline HCL (Evoxac),Cevimeline,Evoxac
Chantix (Varenicline),Chantix,Varenicline
Chantix (Varenicline),Chantix,Varenicline
Chemet (Succimer),Chemet,Succimer
Chemet (Succimer),Chemet,Succimer
Chibroxin (Norfloxacin),Chibroxin,Norfloxacin
Chibroxin (Norfloxacin),Chibroxin,Norfloxacin
ChiRhoStim (Human Secretin),ChiRhoStim,Human
Chlor-Trimeton (Chlorpheniramine Maleate),Chlor-Trimeton,Chlorpheniramine
Chlor-Trimeton (Chlorpheniramine Maleate),Chlor-Trimeton,Chlorpheniramine
Chloral Hydrate (Noctec),Chloral,Noctec
Chlorambucil (Leukeran),Chlorambucil,Leukeran
Chlorambucil (Leukeran),Chlorambucil,Leukeran
Chloramphenicol (Chloroptic),Chloramphenicol,Chloroptic
Chloramphenicol Sodium Succinate (Chloramphenicol Sodium Succinate Injection),Chloramphenicol,Chloramphenicol
Chloramphenicol Sodium Succinate Injection (Chloramphenicol Sodium Succinate),Chloramphenicol,Chloramphenicol
Chlordiazepoxide (Librium),Chlordiazepoxide,Librium
Chlordiazepoxide (Librium),Chlordiazepoxide,Librium
Chlordiazepoxide Amitriptyline DS Tablets (Limbitrol),Chlordiazepoxide,Limbitrol
Chlordiazepoxide Amitriptyline DS Tablets (Limbitrol),Chlordiazepoxide,Limbitrol
Chlordiazepoxide and Clidinium (Librax),Chlordiazepoxide,Librax
Chlordiazepoxide and Clidinium (Librax),Chlordiazepoxide,Librax
Chlorhexidine (Periochip),Chlorhexidine,Periochip
Chlorhexidine (Periochip),Chlorhexidine,Periochip
Chlorhexidine Gluconate 0.12% Oral Rinse (Peridex),Chlorhexidine,Peridex
Chlorhexidine Gluconate 0.12% Oral Rinse (Peridex),Chlorhexidine,Peridex
Chloroprocaine (Nesacaine),Chloroprocaine,Nesacaine
Chloroptic (Chloramphenicol),Chloroptic,Chloramphenicol
Chloroquine (Aralen),Chloroquine,Aralen
Chloroquine (Aralen),Chloroquine,Aralen
Chlorothiazide (Diuril),Chlorothiazide,Diuril
Chlorothiazide (Diuril),Chlorothiazide,Diuril
Chlorpheniramine Maleate (Chlor-Trimeton),Chlorpheniramine,Chlor-Trimeton
Chlorpheniramine Maleate (Chlor-Trimeton),Chlorpheniramine,Chlor-Trimeton
Chlorpromazine (Thorazine),Chlorpromazine,Thorazine
Chlorpromazine (Thorazine),Chlorpromazine,Thorazine
Chlorpropamide (Diabinese),Chlorpropamide,Diabinese
Chlorpropamide (Diabinese),Chlorpropamide,Diabinese
Chlorthalidone (Thalitone),Chlorthalidone,Thalitone
Chlorthalidone (Thalitone),Chlorthalidone,Thalitone
Chlorzoxazone (Chlorzoxazone Tablets),Chlorzoxazone,Chlorzoxazone
Chlorzoxazone (Parafon Forte),Chlorzoxazone,Parafon
Chlorzoxazone (Parafon Forte),Chlorzoxazone,Parafon
Chlorzoxazone Tablets (Chlorzoxazone),Chlorzoxazone,Chlorzoxazone
Chlorzoxazone Tablets (Lorzone),Chlorzoxazone,Lorzone
Cholbam (Cholic Acid Capsules),Cholbam,Cholic
Cholera Vaccine (Cholera Vaccine),Cholera,Cholera
"Cholera Vaccine, Live, for Oral Administration (Vaxchora)",Cholera,Vaxchora
Cholestyramine (Questran),Cholestyramine,Questran
Cholestyramine (Questran),Cholestyramine,Questran
"Cholestyramine for Oral Suspension, US (Prevalite)",Cholestyramine,Prevalite
Cholic Acid Capsules (Cholbam),Cholic,Cholbam
Choline Magnesium Trisalicylate (Trilisate),Choline,Trilisate
Choline Magnesium Trisalicylate (Trilisate),Choline,Trilisate
Cholografin Meglumine (Iodipamide Meglumine Injection),Cholografin,Iodipamide
Choriogonadotropin Alfa Injection (Ovidrel),Choriogonadotropin,Ovidrel
Choriogonadotropin Alfa Injection (Ovidrel),Choriogonadotropin,Ovidrel
Chorionic Gonadotropin for Injection (Pregnyl),Chorionic,Pregnyl
Chorionic Gonadotropin for Injection (Pregnyl),Chorionic,Pregnyl
Cialis (Tadalafil),Cialis,Tadalafil
Cialis (Tadalafil),Cialis,Tadalafil
Cialis (Tadalafil),Cialis,Tadalafil
Ciclesonide (Zetonna),Ciclesonide,Zetonna
Ciclesonide Inhalation Aerosol (Alvesco),Ciclesonide,Alvesco
Ciclesonide Inhalation Aerosol (Alvesco),Ciclesonide,Alvesco
Ciclesonide Nasal Spray (Omnaris),Ciclesonide,Omnaris
Ciclesonide Nasal Spray (Omnaris),Ciclesonide,Omnaris
Ciclopirox Cream (Loprox Cream),Ciclopirox,Loprox
Ciclopirox Cream (Loprox Cream),Ciclopirox,Loprox
Ciclopirox Gel (Loprox Gel),Ciclopirox,Loprox
Ciclopirox Gel (Loprox Gel),Ciclopirox,Loprox
Ciclopirox Lotion (Loprox Lotion),Ciclopirox,Loprox
Ciclopirox Lotion (Loprox Lotion),Ciclopirox,Loprox
Ciclopirox Shampoo (Loprox Shampoo),Ciclopirox,Loprox
Ciclopirox Shampoo (Loprox Shampoo),Ciclopirox,Loprox
Ciclopirox Topical Solution (Penlac),Ciclopirox,Penlac
Ciclopirox Topical Solution (Penlac),Ciclopirox,Penlac
Cidofovir (Vistide),Cidofovir,Vistide
Cidofovir (Vistide),Cidofovir,Vistide
Cilostazol (Pletal),Cilostazol,Pletal
Cilostazol (Pletal),Cilostazol,Pletal
Ciloxan Ophthalmic Ointment (Ciprofloxacin HCl  Ophthalmic Ointment),Ciloxan,Ciprofloxacin
Ciloxan Ophthalmic Ointment (Ciprofloxacin HCl  Ophthalmic Ointment),Ciloxan,Ciprofloxacin
Ciloxan Ophthalmic Solution (Ciprofloxacin HCL Ophthalmic Solution),Ciloxan,Ciprofloxacin
Ciloxan Ophthalmic Solution (Ciprofloxacin HCL Ophthalmic Solution),Ciloxan,Ciprofloxacin
Cimetidine (Tagamet),Cimetidine,Tagamet
Cimetidine (Tagamet),Cimetidine,Tagamet
Cimzia (Certolizumab Pegol Injection),Cimzia,Certolizumab
Cimzia (Certolizumab Pegol Injection),Cimzia,Certolizumab
Cinacalcet (Sensipar),Cinacalcet,Sensipar
Cinacalcet (Sensipar),Cinacalcet,Sensipar
"Cindamycin Phosphate and Benzoyl Peroxide Gel, 1.2%/3.75 (Onexton)",Cindamycin,Onexton
Cinobac (Cinoxacin),Cinobac,Cinoxacin
Cinoxacin (Cinobac),Cinoxacin,Cinobac
Cinqair (Reslizumab Intravenous Infusion),Cinqair,Reslizumab
Cinryze (C1 Esterase Inhibitor [Human] Freeze Dried Powder),Cinryze,C1
Cinryze (C1 Esterase Inhibitor [Human] Freeze Dried Powder),Cinryze,C1
Cipro (Ciprofloxacin),Cipro,Ciprofloxacin
Cipro (Ciprofloxacin),Cipro,Ciprofloxacin
Cipro I.V. (Ciprofloxacin IV),Cipro,Ciprofloxacin
Cipro XR (Ciprofloxacin Extended-Release),Cipro,Ciprofloxacin
Cipro XR (Ciprofloxacin Extended-Release),Cipro,Ciprofloxacin
Ciprodex (Ciprofloxacin and Dexamethasone ),Ciprodex,Ciprofloxacin
Ciprodex (Ciprofloxacin and Dexamethasone ),Ciprodex,Ciprofloxacin
Ciprofloxacin (Cipro),Ciprofloxacin,Cipro
Ciprofloxacin (Cipro),Ciprofloxacin,Cipro
Ciprofloxacin and Dexamethasone  (Ciprodex),Ciprofloxacin,Ciprodex
Ciprofloxacin and Dexamethasone  (Ciprodex),Ciprofloxacin,Ciprodex
Ciprofloxacin and Fluocinolone Acetonide Otic Solution (Otovel),Ciprofloxacin,Otovel
Ciprofloxacin Extended-Release (Cipro XR),Ciprofloxacin,Cipro
Ciprofloxacin Extended-Release (Cipro XR),Ciprofloxacin,Cipro
Ciprofloxacin Hcl (Proquin XR),Ciprofloxacin,Proquin
Ciprofloxacin Hcl (Proquin XR),Ciprofloxacin,Proquin
Ciprofloxacin HCl  Ophthalmic Ointment (Ciloxan Ophthalmic Ointment),Ciprofloxacin,Ciloxan
Ciprofloxacin HCl  Ophthalmic Ointment (Ciloxan Ophthalmic Ointment),Ciprofloxacin,Ciloxan
